Claude Criteria Output: Abstract Index, Claude Overall Result, Claude Criteria Result 1, Claude Criteria Result 2 ...
35, 0, 0, 0, 1, 0, 1, 1
46, 0, 0, 0, 1, 0, 1, 1
53, 0, 0, 0, 1, 0, 1, 1
54, 0, 0, 0, 0, 0, 1, 1
61, 0, 0, 0, 1, 0, 1, 1
64, 0, 0, 0, 0, 0, 1, 1
68, 0, 1, 0, 1, 0, 1, 1
69, 0, 1, 0, 1, 0, 1, 1
82, 0, 0, 0, 1, 0, 0, 1
86, 1, 1, 0, 1, 0, 1, 1
94, 1, 1, 0, 1, 0, 1, 1
96, 0, 0, 0, 1, 0, 1, 1
108, 1, 1, 0, 1, 0, 1, 1
113, 0, 0, 0, 0, 0, 1, 1
115, 0, 0, 0, 1, 0, 1, 1
118, 0, 0, 0, 1, 0, 1, 1
124, 0, 0, 0, 1, 0, 1, 1
126, 0, 0, 0, 1, 0, 1, 1
149, 1, 1, 0, 1, 0, 1, 1
152, 0, 0, 0, 0, 0, 1, 1
153, 0, 1, 0, 1, 0, 1, 1
154, 0, 0, 0, 1, 0, 1, 1
157, 0, 0, 0, 1, 0, 1, 1
165, 0, 0, 0, 0, 0, 1, 1
172, 0, 1, 0, 0, 0, 1, 1
186, 0, 0, 0, 1, 0, 1, 0
198, 0, 1, 0, 1, 0, 1, 1
200, 0, 0, 0, 1, 0, 1, 1
222, 1, 1, 0, 1, 0, 1, 1
225, 0, 0, 0, 1, 0, 1, 1
234, 0, 0, 0, 1, 0, 1, 1
242, 1, 1, 0, 1, 0, 1, 1
267, 0, 1, 0, 1, 0, 1, 1
268, 1, 1, 0, 1, 0, 1, 1
269, 1, 1, 0, 1, 0, 1, 1, 1
270, 1, 1, 0, 1, 0, 1, 1
277, 0, 0, 0, 1, 0, 1, 1
280, 0, 0, 0, 1, 0, 1, 1
282, 0, 0, 0, 1, 0, 1, 1
288, 0, 0, 0, 1, 0, 1, 1
291, 1, 1, 0, 1, 0, 1, 1, 1
294, 0, 0, 0, 1, 0, 1, 1
296, 0, 1, 0, 1, 0, 1, 1
300, 0, 0, 0, 1, 0, 1, 1
301, 0, 1, 0, 1, 0, 1, 1
304, 0, 0, 0, 1, 0, 1, 1
320, 0, 0, 0, 0, 0, 1, 1
333, 0, 0, 0, 1, 0, 1, 1
338, 0, 0, 0, 1, 0, 1, 1
339, 0, 0, 0, 1, 0, 1, 1
342, 0, 1, 0, 1, 0, 1, 1
351, 0, 0, 0, 1, 0, 1, 1
356, 0, 0, 0, 1, 0, 1, 1
360, 0, 0, 0, 0, 0, 0, 1
361, 0, 1, 0, 0, 0, 1, 1, 0
373, 0, 1, 0, 1, 0, 0, 1
377, 0, 0, 0, 1, 0, 1, 1
381, 0, 0, 0, 1, 0, 1, 1
382, 0, 0, 0, 1, 0, 1, 1
384, 1, 1, 1, 1, 0, 1, 1
394, 0, 0, 0, 1, 0, 1, 1
398, 0, 0, 0, 1, 0, 1, 1
401, 1, 1, 0, 1, 0, 1, 1
403, 0, 0, 0, 1, 0, 1, 1
407, 0, 0, 0, 1, 0, 1, 1
420, 0, 0, 0, 1, 0, 1, 1
424, 0, 1, 0, 1, 0, 1, 1
436, 0, 0, 0, 1, 0, 1, 1
441, 0, 0, 0, 1, 0, 1, 1
450, 0, 0, 0, 1, 0, 1, 1
454, 0, 0, 0, 1, 0, 1, 1
464, 0, 0, 0, 1, 0, 1, 1
468, 1, 1, 0, 1, 0, 1, 1
472, 0, 0, 0, 1, 0, 1, 1
474, 1, 1, 0, 1, 0, 1, 1
483, 0, 0, 0, 0, 0, 1, 1
487, 0, 0, 0, 1, 0, 1, 1
488, 0, 0, 0, 1, 0, 1, 1
498, 0, 1, 0, 1, 0, 1, 1
499, 1, 1, 0, 0, 0, 1, 0
513, 0, 0, 0, 1, 0, 1, 1
519, 0, 0, 0, 1, 0, 1, 1
521, 0, 0, 0, 1, 0, 1, 1
529, 0, 0, 0, 1, 0, 1, 1
550, 0, 0, 0, 1, 0, 1, 1
553, 0, 0, 0, 1, 0, 1, 1
555, 0, 0, 0, 1, 0, 1, 1
557, 0, 0, 0, 1, 1, 1, 1
558, 1, 1, 0, 0, 0, 1, 1
559, 0, 0, 0, 1, 1, 1, 1
561, 0, 0, 0, 1, 0, 1, 1
570, 0, 0, 0, 1, 0, 1, 1
586, 0, 0, 0, 1, 0, 1, 1
590, 0, 0, 0, 1, 0, 1, 1
592, 0, 0, 0, 1, 0, 1, 1
603, 0, 0, 0, 1, 0, 0, 1
606, 0, 0, 0, 1, 0, 1, 1
609, 0, 0, 0, 1, 0, 1, 1
614, 0, 1, 0, 1, 0, 1, 1
627, 0, 0, 0, 1, 0, 1, 1
